trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.97, 'e': 0.00368128214988815}",25,17,12.872089536336969,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.97, 'e': 0.0035708436853915055}",30,13,34.65658972029839,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.97, 'e': 0.0034637183748297603}",20,13,12.8793000335089,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.97, 'e': 0.0033598068235848673}",20,0,26.879732755600187,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.97, 'e': 0.0032590126188773213}",20,4,30.32356380168627,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.97, 'e': 0.0031612422403110014}",20,14,10.453107816085183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.97, 'e': 0.0030664049731016713}",30,10,37.927851681642565,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.97, 'e': 0.002974412823908621}",20,10,18.543392710520454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.97, 'e': 0.0028851804391913623}",25,9,29.916616367192134,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.97, 'e': 0.0027986250260156214}",20,9,22.56554752808919,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.97, 'e': 0.0027146662752351525}",25,16,-25.132705987492766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
195,False,"{'a': 0.97, 'e': 0.002633226286978098}",35,23,24.041405089309944,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.97, 'e': 0.002554229498368755}",25,14,16.26232899602404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.97, 'e': 0.0024776026134176923}",20,10,19.408495743259326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.97, 'e': 0.0024032745350151615}",20,5,26.36024454715557,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.97, 'e': 0.0023311762989647066}",25,0,40.25055115594885,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.97, 'e': 0.0022612410099957653}",20,14,10.673245492670528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.97, 'e': 0.0021934037796958925}",25,18,11.232367789130418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.97, 'e': 0.0021276016663050153}",25,17,14.467135376738772,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.97, 'e': 0.0020637736163158647}",30,20,18.379360444309064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.97, 'e': 0.002001860407826389}",30,22,15.623721138620379,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.97, 'e': 0.0019418045955915972}",30,12,32.875177115244135,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.97, 'e': 0.0018835504577238492}",30,16,22.914967499361175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.97, 'e': 0.0018270439439921338}",20,13,13.754902228325001,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.97, 'e': 0.0017722326256723697}",25,7,31.126632222554434,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.97, 'e': 0.0017190656469021986}",20,0,25.913976002423883,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.97, 'e': 0.0016674936774951324}",20,14,12.57944016086197,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.97, 'e': 0.0016174688671702785}",30,17,24.102820057353725,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.97, 'e': 0.00156894480115517}",20,13,16.921194466372242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.97, 'e': 0.001521876457120515}",25,18,14.352361507269174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.97, 'e': 0.0014762201634068994}",20,16,8.521612768640058,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.97, 'e': 0.0014319335585046924}",25,9,12.40959721038223,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.97, 'e': 0.0013889755517495516}",25,14,23.099510287287973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.97, 'e': 0.0013473062851970651}",20,12,19.09858851662425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.97, 'e': 0.001306887096641153}",30,12,34.61986430486434,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.97, 'e': 0.0012676804837419185}",25,20,11.456660922327716,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.97, 'e': 0.0012296500692296607}",20,10,19.75111131934634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.97, 'e': 0.0011927605671527709}",25,0,37.07477111494495,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.97, 'e': 0.001156977750138188}",20,5,30.924088598151613,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.97, 'e': 0.0011222684176340422}",25,14,17.885090525618285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.97, 'e': 0.0010886003651050208}",25,20,9.055798624584922,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.97, 'e': 0.0010559423541518702}",20,12,15.119587522448171,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.97, 'e': 0.0010242640835273142}",20,12,15.636339666444394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.97, 'e': 0.0009935361610214947}",25,7,27.01883178606967,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,12,12.722146670733522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,15,7.269970691688995,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,19.25043839357111,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",35,17,32.085975727075706,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,11,25.750934770836434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,8,27.966724333642254,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,7,25.452752759521015,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,9,30.33748036739255,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,0,37.32743181143231,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,15,10.188567856620914,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,0,37.87428234991585,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",20,12,15.887405163835904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,11,15.981698980819433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,14,19.956913577683142,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,18,27.46959527673148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,17,26.60390371864036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,3,29.666857318403768,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,17,17.73438043785587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,0,32.503462089165566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,True,"{'a': 0, 'e': 0}",25,6,38.55558923540911,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
