trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
407,False,"{'a': 0.005, 'e': 0.13068048250402503}",25,5,32.91824187404705,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.005, 'e': 0.1300287108784259}",25,11,27.130789230184824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.005, 'e': 0.12938018997737108}",20,0,34.933276695700656,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
410,False,"{'a': 0.005, 'e': 0.12873490358780423}",20,8,-11.42407547080919,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
411,False,"{'a': 0.005, 'e': 0.12809283557753198}",25,10,28.731180139673327,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.005, 'e': 0.12745396989482075}",25,19,-2.085027164068547,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.005, 'e': 0.1268182905679951}",25,11,23.605230574871175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.005, 'e': 0.12618578170503877}",25,14,0.22781738656186334,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
415,False,"{'a': 0.005, 'e': 0.1255564274931972}",30,0,-17.385771271619657,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
416,False,"{'a': 0.005, 'e': 0.12493021219858241}",25,15,20.345302385520583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.005, 'e': 0.12430712016577938}",25,5,32.192804728489264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.005, 'e': 0.12368713581745483}",20,8,22.359113902531107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.005, 'e': 0.12307024365396771}",20,7,21.69373386266457,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.005, 'e': 0.1224564282529819}",35,21,18.979167354489164,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.005, 'e': 0.12184567426908036}",25,11,25.992039859436677,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.005, 'e': 0.12123796643338168}",20,6,7.104292166414176,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.005, 'e': 0.12063328955315826}",20,13,11.67997592009112,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.005, 'e': 0.12003162851145673}",20,8,22.28816113365918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.005, 'e': 0.11943296826671962}",25,14,20.488258443216335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.005, 'e': 0.11883729385240965}",20,0,15.731740591258019,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
427,False,"{'a': 0.005, 'e': 0.1182445903766354}",25,18,15.927312988743415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.005, 'e': 0.11765484302177918}",20,7,17.18480695091937,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.005, 'e': 0.11706803704412637}",25,3,37.38829346897592,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.005, 'e': 0.11648415777349697}",25,14,10.43018909497253,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.005, 'e': 0.11590319061287874}",20,14,10.618347194846647,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.005, 'e': 0.11532512103806251}",30,21,12.80556101083595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.005, 'e': 0.11474993459727875}",35,11,2.192539989392031,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
434,False,"{'a': 0.005, 'e': 0.1141776169108365}",20,5,26.575594362305093,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.005, 'e': 0.11360815367076371}",25,14,20.969874353639174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.005, 'e': 0.11304153064044985}",20,13,14.209180732186956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.005, 'e': 0.11247773365428958}",35,4,26.1479843531621,"{0: 28, 1: 2, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.005, 'e': 0.11191674861732888}",20,3,17.370329932351503,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.005, 'e': 0.11135856150491262}",25,6,-11.965725926453631,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
440,False,"{'a': 0.005, 'e': 0.11080315836233387}",20,2,13.872377753453137,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.005, 'e': 0.11025052530448522}",25,17,14.310776796913506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.005, 'e': 0.10970064851551141}",25,11,27.643767312869223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.005, 'e': 0.10915351424846406}",20,10,17.970314285808126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.005, 'e': 0.10860910882495796}",25,14,11.399208417690412,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.005, 'e': 0.10806741863482926}",25,11,24.278965876817203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.005, 'e': 0.10752843013579495}",20,13,12.296143129546689,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.005, 'e': 0.10699212985311449}",20,10,3.158199117388575,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.005, 'e': 0.1064585043792528}",25,18,13.856491438393132,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.005, 'e': 0.10592754037354536}",20,0,18.349221811813223,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.005, 'e': 0.10539922456186433}",30,0,42.71333238627723,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.005, 'e': 0.1048735437362869}",25,18,12.818748402309193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.005, 'e': 0.104350484754765}",30,24,7.104894950525725,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.005, 'e': 0.10383003454079692}",20,2,-2.37706312276615,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
454,False,"{'a': 0.005, 'e': 0.1033121800831002}",20,3,16.186921667233587,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.005, 'e': 0.1027969084352864}",20,14,13.031506323114549,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.005, 'e': 0.10228420671553744}",25,10,22.160460316555138,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.005, 'e': 0.10177406210628372}",25,0,-12.40057106402858,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
458,False,"{'a': 0.005, 'e': 0.1012664618538834}",25,9,18.302400588091373,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.005, 'e': 0.10076139326830373}",20,8,6.6365460097985665,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.005, 'e': 0.1002588437228037}",25,5,29.06479525759145,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.005, 'e': 0.09975880065361863}",25,11,13.762637244518725,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.005, 'e': 0.09926125155964566}",30,23,11.038197975205199,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.005, 'e': 0.09876618400213154}",25,13,24.271023531219477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.005, 'e': 0.09827358560436154}",25,19,13.257248242072933,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.005, 'e': 0.09778344405135005}",20,10,2.967127312387421,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.005, 'e': 0.09729574708953276}",20,15,-1.7978704146592281,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.005, 'e': 0.09681048252646021}",30,8,38.243614586810494,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.005, 'e': 0.09632763823049303}",30,1,38.688731469067726,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.005, 'e': 0.09584720213049865}",20,10,6.443008044137367,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.005, 'e': 0.09536916221554961}",25,12,22.463436467382547,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.005, 'e': 0.09489350653462311}",30,16,19.816431784777492,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.005, 'e': 0.09442022319630235}",25,4,32.50030280472169,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.005, 'e': 0.09394930036847918}",25,9,13.935389091787172,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.005, 'e': 0.09348072627805847}",30,20,17.592006764179448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.005, 'e': 0.09301448921066349}",20,0,22.51626578391393,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
476,False,"{'a': 0.005, 'e': 0.09255057751034329}",20,0,27.520027761448528,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.005, 'e': 0.09208897957928115}",20,9,9.38056074364937,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.005, 'e': 0.09162968387750484}",20,15,10.308405582997846,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.005, 'e': 0.09117267892259785}",25,12,-3.8342099190345316,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
480,False,"{'a': 0.005, 'e': 0.09071795328941251}",20,8,21.17216517104582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.005, 'e': 0.09026549560978427}",25,13,11.136586319713475,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.005, 'e': 0.08981529457224763}",25,15,17.12758017302127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.005, 'e': 0.08936733892175319}",30,13,-17.115218496237073,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
484,False,"{'a': 0.005, 'e': 0.08892161745938634}",20,6,20.109907354529167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.005, 'e': 0.08847811904208727}",25,7,19.45605422364265,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.005, 'e': 0.08803683258237255}",25,15,20.209531503919997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.005, 'e': 0.08759774704805763}",20,10,4.907043034861549,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.005, 'e': 0.0871608514619813}",30,20,19.427597647281914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.005, 'e': 0.08672613490173114}",25,1,25.64345133639079,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.005, 'e': 0.0862935864993705}",25,1,20.645113031227137,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.005, 'e': 0.08586319544116683}",25,19,8.091434486786321,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.005, 'e': 0.08543495096732123}",20,0,30.836770287047298,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
493,False,"{'a': 0.005, 'e': 0.08500884237169956}",30,17,9.947484965555867,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.005, 'e': 0.08458485900156469}",20,11,20.658986050866893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.005, 'e': 0.08416299025731036}",30,24,13.634917849601187,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.005, 'e': 0.08374322559219596}",25,15,22.254065469185186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.005, 'e': 0.083325554512083}",20,12,2.501710809468058,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.005, 'e': 0.08290996657517266}",30,12,33.962951608002136,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.005, 'e': 0.08249645139174498}",20,12,1.5252561151319928,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.005, 'e': 0.0820849986238988}",30,16,24.593683979325764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.005, 'e': 0.08167559798529346}",30,11,22.00356957444183,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.005, 'e': 0.08126823924089167}",35,25,18.576343058970217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.005, 'e': 0.08086291220670366}",25,15,-0.5708882634405379,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
504,False,"{'a': 0.005, 'e': 0.08045960674953244}",25,3,18.606710120848753,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
505,False,"{'a': 0.005, 'e': 0.08005831278672054}",25,9,-10.900615409630745,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
506,False,"{'a': 0.005, 'e': 0.07965902028589801}",20,6,23.66591589682422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.005, 'e': 0.07926171926473155}",35,19,25.572202802049343,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.005, 'e': 0.07886639979067495}",20,6,25.466719519034466,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.005, 'e': 0.07847305198072073}",20,0,19.584386538153737,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.005, 'e': 0.07808166600115313}",30,19,7.924270719881464,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.005, 'e': 0.07769223206730236}",25,13,21.011668050177327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.005, 'e': 0.07730474044329974}",20,5,21.905176187191916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.005, 'e': 0.0769191814418345}",25,10,-9.149367864199464,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
514,False,"{'a': 0.005, 'e': 0.07653554542391151}",25,0,35.80128336989508,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
515,False,"{'a': 0.005, 'e': 0.07615382279861033}",30,18,6.062965358034577,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.005, 'e': 0.07577400402284548}",20,9,14.04074446756648,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.005, 'e': 0.07539607960112776}",20,11,16.308766884878946,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.005, 'e': 0.07502004008532698}",30,14,27.03866943823136,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.005, 'e': 0.07464587607443557}",20,5,27.134134335662907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.005, 'e': 0.07427357821433388}",30,24,9.903120091101579,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.005, 'e': 0.07390313719755595}",25,13,20.915253236844194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.005, 'e': 0.0735345437630571}",30,18,24.865040827246638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.005, 'e': 0.07316778869598221}",20,5,26.243385114043562,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.005, 'e': 0.07280286282743559}",20,0,-25.991049895859025,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
525,False,"{'a': 0.005, 'e': 0.07243975703425146}",20,11,16.955620736659068,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.005, 'e': 0.0720784622387661}",25,13,9.030779866144947,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.005, 'e': 0.07171896940859077}",20,12,16.85762624106738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.005, 'e': 0.07136126955638605}",25,7,25.05669642474002,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.005, 'e': 0.07100535373963698}",25,0,32.18242782027472,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.005, 'e': 0.0706512130604296}",30,6,40.28677256655029,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.005, 'e': 0.07029883866522844}",30,20,15.674524554846686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.005, 'e': 0.06994822174465536}",35,24,10.492153125529395,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.005, 'e': 0.06959935353326901}",20,2,27.46534470679504,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.005, 'e': 0.069252225309346}",20,6,25.04084596966634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.005, 'e': 0.06890682839466256}",25,13,26.09964925981614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.005, 'e': 0.06856315415427791}",30,11,21.79792091138621,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.005, 'e': 0.06822119399631812}",35,19,26.339045966304703,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.005, 'e': 0.06788093937176144}",20,12,16.482412763550265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.005, 'e': 0.06754238177422452}",30,15,23.461016886995672,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.005, 'e': 0.06720551273974976}",25,16,16.257357057571678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.005, 'e': 0.0668703238465938}",25,4,17.836877306425393,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.005, 'e': 0.06653680671501686}",25,0,42.58953666912407,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
543,False,"{'a': 0.005, 'e': 0.06620495300707324}",20,4,24.728299267297807,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.005, 'e': 0.06587475442640295}",25,9,25.948195836395865,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.005, 'e': 0.06554620271802433}",25,19,13.79664861499823,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.005, 'e': 0.06521928966812753}",20,14,13.033256738803452,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.005, 'e': 0.06489400710386926}",20,0,-21.489719048474733,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
548,False,"{'a': 0.005, 'e': 0.06457034689316847}",25,11,24.48185982624492,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.005, 'e': 0.06424830094450308}",20,12,14.083563034585367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.005, 'e': 0.06392786120670757}",20,10,14.14601262801853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.005, 'e': 0.0636090196687718}",30,7,39.61768235827792,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.005, 'e': 0.0632917683596407}",20,0,30.726020619481794,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.005, 'e': 0.06297609934801507}",20,13,10.514723252028938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.005, 'e': 0.06266200474215315}",20,7,26.04116328701283,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.005, 'e': 0.06234947668967343}",20,12,13.306101665328365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.005, 'e': 0.06203850737735829}",20,8,20.673264476257497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.005, 'e': 0.06172908903095879}",20,12,15.45907268307663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.005, 'e': 0.06142121391500013}",30,20,17.159141729299346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.005, 'e': 0.06111487433258836}",20,14,10.374625289060662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.005, 'e': 0.06081006262521795}",20,4,17.411272528421716,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.005, 'e': 0.06050677117258039}",30,17,21.53885140859273,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.005, 'e': 0.06020499239237354}",20,6,20.463696860754432,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.005, 'e': 0.05990471874011218}",30,19,9.157674499313764,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.005, 'e': 0.05960594270893937}",20,0,28.18238361157495,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.005, 'e': 0.05930865682943872}",25,18,15.361637053053707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.005, 'e': 0.05901285366944784}",20,7,25.408292327147244,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.005, 'e': 0.058718525833872284}",25,11,25.802273817723677,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.005, 'e': 0.05842566596450083}",25,9,24.24122433489591,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.005, 'e': 0.058134266739821465}",25,13,25.009442701721344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.005, 'e': 0.057844320874838456}",20,15,9.752740146891457,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.005, 'e': 0.05755582112089005}",20,0,18.468411936967808,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
572,False,"{'a': 0.005, 'e': 0.05726876026546736}",25,17,14.171252026087917,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.005, 'e': 0.056983131132034036}",25,13,23.0828727059123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.005, 'e': 0.0566989265798469}",20,9,-24.088981627471977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
575,False,"{'a': 0.005, 'e': 0.05641613950377735}",25,12,21.57773499987726,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.005, 'e': 0.056134762834133725}",20,6,24.77411878743311,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.005, 'e': 0.05585478953648462}",20,10,18.697729055375223,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.005, 'e': 0.05557621261148306}",25,17,17.405474408052775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.005, 'e': 0.05529902509469138}",20,0,35.10524404802121,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
580,False,"{'a': 0.005, 'e': 0.05502322005640723}",20,3,27.217037604279252,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.005, 'e': 0.054748790601490266}",25,8,-16.814412447639572,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
582,False,"{'a': 0.005, 'e': 0.05447572986918986}",20,7,18.486800007830773,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.005, 'e': 0.054204031032973464}",25,14,23.93055131056572,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.005, 'e': 0.05393368730035602}",25,14,-2.8817957010931154,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
585,False,"{'a': 0.005, 'e': 0.05366469191273011}",25,0,31.799278530340377,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
586,False,"{'a': 0.005, 'e': 0.053397038145197084}",25,18,16.641708175653022,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.005, 'e': 0.05313071930639878}",20,14,12.48996973089343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.005, 'e': 0.05286572873835037}",25,15,19.484306684989427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.005, 'e': 0.05260205981627384}",20,7,19.042265984430863,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.005, 'e': 0.05233970594843238}",30,22,15.412912799562228,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.005, 'e': 0.05207866057596569}",30,13,29.486556770553953,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
